Financial Year,Financial Quarter,Force Name,Offence Description,Offence Group,Offence Subgroup,Offence Code,Offence Count
2020/21,1,Gloucestershire,"Disclosure, obstruction, false or misleading statements etc",Miscellaneous crimes,Miscellaneous crimes,95,2
2020/21,1,Gloucestershire,Dishonest use of electricity,Theft offences,Other theft offences,43,0
2020/21,1,Gloucestershire,Dishonest use of electricity,Theft offences,Other theft offences,43,2
2020/21,1,Gloucestershire,Dishonest use of electricity,Theft offences,Other theft offences,43,2
2020/21,1,Gloucestershire,Distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28C,0
2020/21,1,Gloucestershire,Distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28C,0
2020/21,1,Gloucestershire,Distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28C,0
2020/21,1,Gloucestershire,Distraction Burglary Residential,Theft offences,Domestic burglary,28G,1
2020/21,1,Gloucestershire,Distraction Burglary Residential,Theft offences,Domestic burglary,28G,0
2020/21,1,Gloucestershire,Distraction Burglary Residential,Theft offences,Domestic burglary,28G,0
2020/21,1,Gloucestershire,Endangering life,Violence against the person,Violence with injury,5E,0
2020/21,1,Gloucestershire,Endangering life,Violence against the person,Violence with injury,5E,2
2020/21,1,Gloucestershire,Endangering life,Violence against the person,Violence with injury,5E,1
2020/21,1,Gloucestershire,Exploitation of prostitution,Miscellaneous crimes,Miscellaneous crimes,24,0
2020/21,1,Gloucestershire,Exploitation of prostitution,Miscellaneous crimes,Miscellaneous crimes,24,0
2020/21,1,Gloucestershire,Exploitation of prostitution,Miscellaneous crimes,Miscellaneous crimes,24,0
2020/21,1,Gloucestershire,Exposure and voyeurism,Sexual offences,Other sexual offences,88E,2
2020/21,1,Gloucestershire,Exposure and voyeurism,Sexual offences,Other sexual offences,88E,1
2020/21,1,Gloucestershire,Exposure and voyeurism,Sexual offences,Other sexual offences,88E,7
2020/21,1,Gloucestershire,Forgery or use of false drug prescription,Miscellaneous crimes,Miscellaneous crimes,60,0
2020/21,1,Gloucestershire,Forgery or use of false drug prescription,Miscellaneous crimes,Miscellaneous crimes,60,0
2020/21,1,Gloucestershire,Forgery or use of false drug prescription,Miscellaneous crimes,Miscellaneous crimes,60,0
2020/21,1,Gloucestershire,"Fraud, forgery etc associated with vehicle or driver records",Miscellaneous crimes,Miscellaneous crimes,814,0
